member_id,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
2360,55,Female,Annual,CrossFit,106,942,13:01,Absent
2361,59,Male,Quarterly,Strength Training,110,616,08:52,Absent
2362,24,Female,Quarterly,Cardio,44,245,07:04,Present
2363,65,Other,Annual,Yoga,48,293,21:40,Absent
2364,49,Other,Quarterly,CrossFit,70,699,08:34,Present
2365,27,Other,Monthly,Strength Training,68,391,09:19,Absent
2366,57,Other,Annual,Strength Training,111,617,11:29,Present
2367,27,Other,Annual,CrossFit,93,857,17:12,Absent
2368,35,Male,Annual,Cardio,57,395,15:19,Absent
2369,20,Male,Annual,HIIT,36,220,10:33,Present
2370,26,Female,Annual,Yoga,116,769,21:29,Present
2371,55,Male,Quarterly,CrossFit,24,193,08:30,Present
2372,64,Male,Annual,CrossFit,40,226,06:02,Present
2373,52,Male,Quarterly,Yoga,59,534,11:36,Absent
2374,49,Male,Annual,CrossFit,72,402,20:40,Present
2375,22,Female,Monthly,Strength Training,73,404,07:56,Present
2376,22,Female,Annual,Yoga,42,214,16:51,Present
2377,56,Female,Quarterly,CrossFit,49,377,10:31,Present
2378,43,Male,Quarterly,Cardio,70,368,16:56,Absent
2379,47,Other,Quarterly,HIIT,92,784,20:48,Present
2380,37,Female,Monthly,HIIT,95,807,19:49,Absent
2381,33,Other,Annual,Yoga,112,573,07:31,Absent
2382,62,Other,Annual,CrossFit,86,743,13:46,Absent
2383,46,Other,Quarterly,HIIT,59,573,06:27,Present
2384,20,Male,Annual,CrossFit,113,968,09:09,Present
2385,64,Female,Monthly,HIIT,42,224,13:10,Absent
2386,54,Male,Quarterly,HIIT,89,610,08:17,Absent
2387,21,Female,Quarterly,Cardio,51,364,07:57,Present
2388,49,Female,Quarterly,Strength Training,78,554,13:40,Present
2389,40,Male,Annual,Yoga,81,489,05:42,Absent
2390,43,Male,Monthly,Yoga,26,220,19:25,Present
2391,58,Female,Annual,Cardio,43,266,22:15,Present
2392,51,Female,Monthly,Cardio,88,566,17:48,Absent
2393,59,Female,Annual,CrossFit,94,801,18:02,Present
2394,61,Other,Annual,Strength Training,55,473,10:44,Absent
2395,63,Male,Monthly,Strength Training,88,728,20:29,Absent
2396,28,Male,Quarterly,Strength Training,117,1131,08:51,Absent
2397,59,Male,Annual,Cardio,40,284,21:36,Absent
2398,54,Female,Monthly,Yoga,20,160,07:44,Absent
2399,37,Female,Monthly,CrossFit,62,552,21:47,Present
2400,63,Female,Quarterly,Cardio,53,501,12:21,Present
2401,35,Male,Quarterly,HIIT,65,566,05:00,Absent
2402,18,Other,Quarterly,Yoga,49,402,10:10,Present
2403,63,Other,Monthly,Yoga,51,451,14:01,Present
2404,19,Other,Annual,CrossFit,23,227,09:09,Absent
2405,26,Female,Quarterly,Cardio,90,814,07:13,Absent
2406,41,Male,Annual,HIIT,82,761,08:09,Present
2407,40,Male,Monthly,CrossFit,76,542,20:54,Absent
2408,64,Male,Quarterly,Strength Training,70,466,06:44,Present
2409,62,Male,Annual,CrossFit,94,868,07:48,Absent
2410,53,Male,Quarterly,Strength Training,41,322,06:33,Present
2411,54,Other,Quarterly,Strength Training,81,721,20:34,Absent
2412,31,Male,Annual,CrossFit,76,504,17:55,Present
2413,37,Female,Quarterly,Yoga,58,337,06:48,Present
2414,47,Other,Annual,Yoga,85,659,15:48,Present
2415,47,Female,Quarterly,Cardio,62,568,11:08,Absent
2416,19,Female,Monthly,Yoga,91,670,12:45,Present
2417,33,Male,Annual,Cardio,51,368,21:12,Absent
2418,50,Other,Quarterly,HIIT,40,233,20:09,Present
2419,34,Male,Quarterly,Cardio,62,533,21:05,Absent
2420,38,Male,Quarterly,Yoga,91,843,08:01,Absent
2421,64,Female,Monthly,Cardio,40,237,11:17,Absent
2422,48,Other,Annual,CrossFit,107,651,19:53,Absent
2423,55,Other,Monthly,Yoga,86,829,22:37,Present
2424,23,Other,Quarterly,Yoga,115,972,20:14,Present
2425,42,Female,Quarterly,CrossFit,22,136,22:14,Absent
2426,63,Male,Monthly,Yoga,21,106,22:11,Absent
2427,61,Female,Annual,Strength Training,104,738,06:58,Absent
2428,27,Other,Quarterly,Cardio,63,598,09:27,Present
2429,48,Male,Quarterly,Yoga,105,795,14:32,Absent
2430,60,Male,Quarterly,Cardio,54,319,22:47,Absent
2431,45,Male,Annual,Yoga,87,605,16:04,Absent
2432,42,Male,Monthly,CrossFit,56,429,19:05,Absent
2433,19,Other,Annual,Cardio,29,208,06:59,Absent
2434,53,Female,Quarterly,Yoga,100,519,15:29,Present
2435,52,Male,Monthly,Cardio,23,133,20:30,Absent
2436,48,Male,Monthly,CrossFit,24,155,11:33,Absent
2437,43,Male,Monthly,Strength Training,36,350,09:39,Present
2438,21,Female,Quarterly,Strength Training,118,1037,12:39,Absent
2439,38,Other,Quarterly,Strength Training,115,919,11:46,Present
2440,63,Female,Monthly,Cardio,120,767,19:47,Present
2441,35,Male,Annual,Cardio,115,720,21:58,Absent
2442,50,Female,Annual,Yoga,68,461,05:17,Present
2443,50,Male,Quarterly,Yoga,97,820,16:12,Present
2444,21,Female,Annual,CrossFit,87,864,16:40,Present
2445,41,Other,Quarterly,Strength Training,28,161,14:34,Absent
2446,53,Female,Quarterly,HIIT,67,585,20:05,Present
2447,26,Other,Quarterly,HIIT,103,575,05:35,Present
2448,25,Female,Quarterly,CrossFit,104,1023,16:14,Present
2449,24,Male,Quarterly,Strength Training,26,134,06:26,Absent
2450,64,Male,Annual,HIIT,90,519,06:44,Present
2451,33,Male,Quarterly,Yoga,24,189,18:12,Absent
2452,45,Male,Quarterly,HIIT,73,374,19:56,Present
2453,60,Female,Monthly,HIIT,103,990,06:44,Absent
2454,22,Female,Annual,Yoga,56,516,07:19,Present
2455,33,Male,Annual,Strength Training,43,378,09:52,Absent
2456,62,Male,Quarterly,CrossFit,71,448,12:24,Absent
2457,57,Male,Monthly,Yoga,102,518,06:46,Present
2458,61,Female,Annual,Strength Training,20,130,06:00,Present
2459,23,Male,Annual,Yoga,70,690,22:21,Absent
2460,19,Male,Quarterly,Strength Training,120,1137,11:59,Absent
2461,40,Female,Quarterly,HIIT,27,191,14:50,Absent
2462,19,Other,Monthly,Cardio,111,827,07:16,Absent
2463,18,Female,Monthly,HIIT,69,351,08:58,Present
2464,34,Female,Monthly,HIIT,26,248,16:22,Present
2465,63,Male,Annual,Strength Training,98,517,18:33,Absent
2466,50,Other,Annual,Strength Training,79,630,10:47,Absent
2467,47,Male,Monthly,Cardio,54,346,20:44,Present
2468,29,Female,Annual,CrossFit,114,882,18:28,Absent
2469,63,Male,Annual,Yoga,78,628,11:43,Present
2470,49,Male,Quarterly,HIIT,78,566,17:23,Absent
2471,19,Other,Annual,CrossFit,59,353,21:27,Absent
2472,49,Female,Monthly,Yoga,46,292,15:44,Present
2473,65,Other,Monthly,Cardio,114,619,13:21,Present
2474,62,Female,Annual,Strength Training,83,521,13:38,Present
2475,40,Male,Monthly,Cardio,59,577,14:13,Present
2476,52,Female,Quarterly,HIIT,56,325,21:09,Present
2477,54,Female,Annual,Yoga,75,670,14:27,Present
2478,60,Female,Monthly,CrossFit,94,729,11:57,Present
2479,62,Male,Monthly,HIIT,99,744,05:16,Absent
2480,32,Other,Annual,HIIT,70,551,16:12,Present
2481,28,Other,Annual,Yoga,40,382,09:49,Absent
2482,20,Male,Annual,Yoga,31,271,08:05,Absent
2483,43,Female,Annual,Strength Training,114,1094,21:29,Present
2484,39,Female,Monthly,Cardio,116,844,16:50,Absent
2485,63,Male,Annual,HIIT,55,369,16:09,Present
2486,48,Female,Annual,Strength Training,77,665,16:18,Present
2487,51,Female,Monthly,CrossFit,66,541,07:24,Absent
2488,39,Other,Annual,Cardio,116,1065,16:03,Absent
2489,59,Female,Monthly,HIIT,71,574,14:21,Present
2490,30,Other,Annual,CrossFit,81,469,05:21,Present
2491,65,Female,Quarterly,HIIT,70,603,12:46,Present
2492,39,Other,Monthly,Cardio,109,1062,22:06,Present
2493,59,Male,Quarterly,Cardio,105,960,19:07,Absent
2494,64,Male,Quarterly,Yoga,108,918,09:23,Absent
2495,34,Female,Annual,Yoga,38,237,13:55,Absent
2496,35,Other,Monthly,Cardio,42,214,07:22,Present
2497,49,Male,Quarterly,Cardio,113,907,06:44,Present
2498,37,Male,Quarterly,Cardio,111,578,06:26,Absent
2499,56,Male,Quarterly,HIIT,55,507,09:17,Absent
2500,25,Female,Annual,Cardio,78,714,06:46,Absent
2501,45,Female,Monthly,HIIT,59,407,12:21,Absent
2502,56,Other,Quarterly,CrossFit,120,1140,15:53,Present
2503,40,Female,Monthly,Cardio,107,668,12:08,Present
2504,45,Other,Quarterly,Yoga,74,641,12:03,Present
2505,64,Female,Monthly,HIIT,54,412,05:03,Absent
2506,29,Female,Monthly,Cardio,99,783,22:30,Absent
2507,43,Female,Quarterly,Strength Training,61,379,19:15,Present
2508,65,Female,Annual,CrossFit,84,680,05:09,Present
2509,34,Male,Quarterly,Yoga,64,605,06:08,Absent
2510,51,Male,Quarterly,HIIT,53,295,07:29,Present
2511,55,Other,Monthly,Strength Training,111,582,16:17,Absent
2512,52,Female,Monthly,Strength Training,29,237,15:51,Absent
2513,34,Other,Quarterly,Yoga,91,619,07:45,Present
2514,42,Female,Monthly,Yoga,106,534,12:49,Absent
2515,62,Other,Annual,CrossFit,113,950,09:01,Absent
2516,54,Female,Annual,Yoga,113,853,19:01,Absent
2517,58,Other,Quarterly,CrossFit,116,964,20:18,Present
2518,60,Male,Annual,HIIT,68,442,07:27,Present
2519,51,Female,Monthly,Cardio,82,795,17:54,Absent
2520,33,Female,Annual,HIIT,93,630,17:26,Present
2521,55,Male,Annual,Yoga,38,206,14:19,Absent
2522,50,Female,Quarterly,Strength Training,65,422,09:53,Absent
2523,28,Other,Monthly,CrossFit,29,231,05:19,Present
2524,39,Male,Monthly,Cardio,101,705,17:12,Present
2525,41,Female,Annual,Yoga,47,406,12:04,Present
2526,55,Other,Annual,Strength Training,77,433,15:39,Present
2527,43,Female,Monthly,Yoga,111,670,18:50,Absent
2528,32,Other,Annual,HIIT,58,374,08:15,Absent
2529,41,Other,Annual,Strength Training,91,686,10:04,Present
2530,25,Male,Monthly,Strength Training,110,763,09:24,Present
2531,43,Female,Monthly,CrossFit,42,265,09:35,Present
2532,27,Other,Annual,Cardio,49,446,16:51,Absent
2533,37,Female,Quarterly,Cardio,90,716,07:01,Absent
2534,41,Male,Annual,Yoga,100,660,07:35,Present
2535,62,Female,Quarterly,Cardio,51,446,07:45,Present
2536,38,Other,Quarterly,Yoga,38,274,09:04,Present
2537,42,Other,Monthly,Strength Training,66,655,20:54,Present
2538,23,Female,Monthly,Yoga,107,891,11:49,Absent
2539,45,Other,Monthly,HIIT,85,720,05:57,Present
2540,57,Other,Quarterly,Cardio,103,890,14:46,Present
2541,33,Female,Annual,Strength Training,50,472,07:32,Present
2542,45,Male,Annual,Strength Training,120,1037,15:57,Present
2543,46,Male,Monthly,Cardio,32,269,11:12,Absent
2544,28,Male,Annual,Cardio,35,251,09:08,Present
2545,39,Male,Quarterly,HIIT,76,387,20:57,Absent
2546,53,Female,Quarterly,CrossFit,63,584,07:38,Absent
2547,57,Other,Monthly,CrossFit,60,414,22:18,Present
2548,50,Male,Annual,CrossFit,105,999,22:49,Absent
2549,64,Female,Annual,HIIT,24,211,05:58,Present
2550,42,Female,Monthly,Cardio,86,694,18:06,Absent
2551,36,Other,Monthly,Cardio,22,151,09:49,Absent
2552,46,Other,Quarterly,CrossFit,62,433,06:56,Absent
2553,36,Other,Monthly,Strength Training,60,495,06:27,Present
2554,23,Female,Monthly,CrossFit,27,180,11:56,Absent
2555,21,Male,Annual,Strength Training,28,152,05:41,Absent
2556,30,Male,Monthly,Strength Training,78,582,19:50,Absent
2557,43,Other,Annual,HIIT,80,654,22:56,Absent
2558,32,Other,Annual,HIIT,75,502,05:07,Absent
2559,48,Female,Quarterly,CrossFit,98,544,08:33,Absent
2560,58,Other,Quarterly,Strength Training,79,455,19:51,Absent
2561,52,Other,Quarterly,Strength Training,81,685,17:07,Absent
2562,57,Male,Monthly,HIIT,81,805,05:03,Absent
2563,51,Female,Annual,HIIT,84,720,08:36,Absent
2564,36,Male,Monthly,CrossFit,74,402,21:29,Absent
2565,33,Male,Annual,Strength Training,91,787,19:41,Absent
2566,46,Other,Annual,HIIT,22,193,12:50,Present
2567,20,Male,Monthly,Strength Training,47,442,12:43,Absent
2568,29,Other,Monthly,Strength Training,50,316,16:54,Absent
2569,64,Other,Quarterly,HIIT,112,607,16:03,Absent
2570,56,Female,Annual,CrossFit,62,377,14:21,Present
2571,50,Female,Annual,Cardio,62,387,12:11,Absent
2572,58,Male,Quarterly,HIIT,89,615,15:19,Absent
2573,45,Other,Quarterly,HIIT,29,152,12:31,Absent
2574,28,Other,Annual,HIIT,66,501,06:00,Absent
2575,46,Other,Annual,CrossFit,100,816,21:47,Present
2576,41,Female,Quarterly,Cardio,42,331,21:56,Present
2577,34,Male,Monthly,CrossFit,99,933,07:42,Present
2578,18,Male,Annual,CrossFit,77,417,13:19,Present
2579,23,Female,Monthly,Yoga,52,327,13:01,Absent
2580,38,Male,Monthly,Strength Training,115,920,11:04,Absent
2581,33,Other,Monthly,CrossFit,104,626,10:09,Absent
2582,22,Female,Annual,CrossFit,118,1037,20:32,Present
2583,50,Male,Monthly,CrossFit,49,408,08:06,Present
2584,50,Other,Annual,HIIT,115,720,17:42,Present
2585,24,Other,Monthly,Strength Training,51,344,11:47,Absent
2586,27,Male,Monthly,HIIT,26,183,12:37,Present
2587,59,Male,Annual,Cardio,106,801,05:35,Absent
2588,57,Male,Annual,Cardio,115,696,09:08,Absent
2589,57,Female,Monthly,Cardio,90,778,22:59,Absent
2590,22,Female,Monthly,CrossFit,57,340,09:33,Absent
2591,62,Male,Quarterly,CrossFit,77,496,05:50,Present
2592,54,Female,Annual,Cardio,31,211,10:50,Present
2593,64,Other,Annual,Strength Training,84,469,10:05,Absent
2594,65,Male,Annual,CrossFit,114,949,13:55,Present
2595,47,Male,Monthly,Strength Training,26,249,13:15,Present
2596,64,Female,Quarterly,Yoga,63,443,19:07,Absent
2597,22,Other,Quarterly,CrossFit,32,282,08:39,Present
2598,44,Male,Quarterly,CrossFit,94,875,22:49,Present
2599,62,Male,Annual,HIIT,58,303,10:38,Present
2600,62,Female,Annual,Strength Training,65,610,05:42,Present
